id,xc,yc,old_label,new_label
n277,1424.5858898668453,680.663747576605,,"13,29"
n230,1423.4123790918816,723.6628630484437,,"14,29"
n227,1424.0123669222598,771.9029068590804,,"15,29"
n223,1423.2423784834004,821.191357459027,,"16,29"
n228,1422.8223626628928,870.7729744004786,,"17,29"
n242,1424.9025406755986,920.19341960036,,"18,29"
n552,1424.22281316292,971.7352790866724,,"19,29"
n548,1423.4528247240605,1021.023729686619,"20,29","20,29"
n673,1422.2335643212766,1215.168951737065,"24,29","24,29"
n676,1428.1519444654018,1260.6733770642659,,"25,29"
n682,1427.4967952141608,1307.3087641574637,,"26,29"
n684,1427.0767793936532,1356.8903810989152,,"27,29"
n689,1429.156957406359,1406.3108262987964,,"28,29"
n700,1428.8274862218773,1447.5558853816083,,"29,29"
n708,1430.5356164075192,1503.0675586832258,,"30,29"
n716,1430.2061452230375,1544.3126177660376,"31,29","31,29"
n718,1474.7257152717705,338.1167049634085,,"6,30"
n440,1469.7508952208748,385.1186135663855,,"7,30"
n439,1473.73528448215,434.7153523487231,,"8,30"
n275,1470.484788596399,485.46928955696967,,"9,30"
n273,1474.4691778576744,535.0660283393073,,"10,30"
n271,1467.496496650443,582.8342164875668,,"11,30"
n274,1471.1488534732785,633.3736225017523,,"12,30"
n279,1469.4886912810803,679.0035853844073,,"13,30"
n240,1470.8014394051525,724.9989615807245,,"14,30"
n238,1474.7858286664277,774.5957003630621,,"15,30"
n236,1467.8131474591964,822.3638885113218,,"16,30"
n239,1471.4655042820318,872.903294525507,,"17,30"
n244,1469.8053420898336,918.5332574081621,,"18,30"
n558,1474.9962749070878,974.4280725906541,,"19,30"
n556,1468.0235936998565,1022.1962607389138,"20,30","20,30"
n672,1481.3602526603795,1214.9667860975492,"24,30","24,30"
n678,1478.52200355997,1261.3686634185951,,"25,30"
n686,1472.0675641899563,1308.4812952097584,,"26,30"
n687,1475.7199210127922,1359.0207012239437,,"27,30"
n690,1474.059758820594,1404.6506641065987,,"28,30"
n701,1473.7302876361123,1445.8957231894105,,"29,30"
n709,1475.4384178217542,1501.407396491028,,"30,30"
n717,1475.1089466372725,1542.65245557384,"31,30","31,30"
n457,1524.0000227851492,337.9810582470333,,"6,31"
n452,1523.4632517178115,379.47945837282583,,"7,31"
n451,1527.4476409790866,429.07619715516347,,"8,31"
n429,1524.1971450933358,479.83013436341,,"9,31"
n427,1528.181534354611,529.4268731457477,,"10,31"
n426,1521.2088531473796,577.1950612940071,,"11,31"
n428,1524.861209970215,627.7344673081926,,"12,31"
n430,1523.201047778017,673.3644301908477,,"13,31"
n404,1524.5137959020892,719.3598063871649,,"14,31"
n402,1528.4981851633645,768.9565451695024,,"15,31"
n401,1521.5255039561332,816.7247333177621,,"16,31"
n403,1525.1778607789686,867.2641393319474,,"17,31"
n405,1523.5176985867704,912.8941022146024,,"18,31"
n580,1528.7086314040243,968.7889173970945,,"19,31"
n579,1521.735950196793,1016.5571055453541,"20,31","20,31"
n675,1525.1749513389768,1164.7019112110245,"23,31","23,31"
n671,1520.216112911947,1211.6518163476626,,"24,31"
n640,1527.0808860303762,1264.2630544860817,,"25,31"
n680,1532.1077001963615,1314.874350105524,,"26,31"
n681,1527.414420241629,1358.9012257036543,,"27,31"
n658,1527.008316110564,1411.4771922207085,,"28,31"
n695,1526.6788449260823,1452.7222513035204,,"29,31"
n703,1528.3869751117243,1508.2339246051379,,"30,31"
n711,1528.0575039272426,1549.4789836879497,"31,31","31,31"
n456,1573.1712446905062,340.1058117427573,,"6,32"
n449,1572.6344736231686,381.60421186854984,,"7,32"
n450,1572.6344736231686,428.18416082903144,,"8,32"
n418,1573.3683669986929,481.95488785913403,,"9,32"
n420,1573.3683669986929,528.5348368196156,,"10,32"
n419,1573.3683669986929,577.8232874195622,,"11,32"
n422,1574.529798738287,628.207094732284,,"12,32"
n425,1573.8657338614078,674.9872179816936,,"13,32"
n388,1573.6850178074465,721.4845598828889,,"14,32"
n390,1573.6850178074465,768.0645088433704,,"15,32"
n389,1573.6850178074465,817.352959443317,,"16,32"
n393,1574.8464495470405,867.7367667560387,,"17,32"
n399,1574.1823846701611,914.5168900054483,,"18,32"
n571,1573.8954640481065,967.8968810709624,"19,32","19,32"
n670,1574.6735950854934,1162.6823863123332,"23,32","23,32"
n635,1574.5858762673136,1214.494639290716,,"24,32"
n637,1575.751974191113,1263.899800570192,,"25,32"
n679,1574.0625306744053,1311.7030284560137,,"26,32"
n653,1574.5133063475014,1361.7087770253427,,"27,32"
n655,1575.6794042713009,1411.1139383048187,,"28,32"
n694,1575.3499330868192,1452.3589973876306,,"29,32"
n702,1577.0580632724611,1507.870670689248,,"30,32"
n710,1576.7285920879795,1549.11572977206,"31,32","31,32"
n455,1621.4454857545898,339.80572176045064,,"6,33"
n448,1620.908714687252,381.3041218862432,,"7,33"
n444,1620.2287122533278,427.6741590035883,,"8,33"
n417,1621.6426080627764,481.6547978768274,,"9,33"
n410,1620.962605628852,528.0248349941725,,"10,33"
n407,1620.847634182924,578.1537842079741,,"11,33"
n412,1620.337632357481,625.7048982762032,,"12,33"
n423,1621.5116990598033,675.9833152970124,,"13,33"
n387,1621.9592588715298,721.1844699005823,,"14,33"
n380,1621.2792564376057,767.5545070179272,,"15,33"
n377,1621.1642849916775,817.6834562317289,,"16,33"
n382,1620.6542831662343,865.2345702999581,,"17,33"
n397,1621.8283498685566,915.5129873207671,,"18,33"
n567,1621.4897026782655,967.3868792455193,"19,33","19,33"
n576,1622.0387961092165,1115.3453595483593,"22,33","22,33"
n634,1624.461871093483,1165.5930247831884,,"23,33"
n636,1624.0418552729755,1215.17464172464,,"24,33"
n641,1626.1220332856813,1264.5950869245212,,"25,33"
n652,1624.389301173671,1312.8071625178152,,"26,33"
n654,1623.9692853531633,1362.3887794592667,,"27,33"
n659,1626.049463365869,1411.809224659148,,"28,33"
n696,1625.7199921813874,1453.0542837419598,,"29,33"
n704,1627.4281223670293,1508.5659570435773,,"30,33"
n712,1627.0986511825477,1549.8110161263892,"31,33","31,33"
n453,1668.6495663800724,338.275716284121,,"6,34"
n446,1668.1127953127348,379.7741164099136,,"7,34"
n443,1668.96279835514,428.18416082903144,,"8,34"
n415,1668.846688688259,480.12479240049777,,"9,34"
n408,1669.6966917306643,528.5348368196156,,"10,34"
n406,1669.1866899052213,577.8232874195622,,"11,34"
n411,1669.0166892967402,626.2149001016463,,"12,34"
n421,1670.1827872205401,675.6200613811226,,"13,34"
n385,1669.1633394970124,719.6544644242525,,"14,34"
n378,1670.0133425394176,768.0645088433704,,"15,34"
n376,1669.5033407139747,817.352959443317,,"16,34"
n381,1669.3333401054936,865.7445721254013,,"17,34"
n391,1670.4994380292935,915.1497334048776,,"18,34"
n565,1670.2237887800775,967.8968810709624,"19,34","19,34"
n568,1669.5437863461539,1065.5769443529935,"21,34","21,34"
n572,1670.7098842699534,1114.9821056324695,,"22,34"
n638,1669.0326400692786,1166.7655558354832,,"23,34"
n639,1672.6849968921144,1217.3049618496684,,"24,34"
n642,1671.0248346999163,1262.9349247323235,,"25,34"
n656,1668.9600701494664,1313.97969357011,,"26,34"
n657,1672.6124269723023,1364.5190995842952,,"27,34"
n660,1670.952264780104,1410.1490624669502,,"28,34"
n697,1670.6227935956224,1451.394121549762,,"29,34"
n705,1672.3309237812643,1506.9057948513796,,"30,34"
n713,1672.0014525967827,1548.1508539341914,"31,34","31,34"
n454,1718.8655624232042,337.93571506715887,,"6,35"
n447,1718.3287913558665,379.4341151929514,,"7,35"
n445,1718.9287791862448,427.6741590035883,,"8,35"
n416,1719.0626847313908,479.7847911835356,,"9,35"
n413,1719.662672561769,528.0248349941725,,"10,35"
n409,1718.8926841229097,577.3132855941188,,"11,35"
n414,1718.472668302402,626.8949025355706,,"12,35"
n424,1720.552846315108,676.3153477354518,,"13,35"
n386,1719.3793355401442,719.3144632072905,,"14,35"
n383,1719.9793233705225,767.5545070179272,,"15,35"
n379,1719.209334931663,816.8429576178738,,"16,35"
n384,1718.7893191111555,866.4245745593254,,"17,35"
n398,1720.8694971238613,915.8450197592068,,"18,35"
n569,1720.1897696111828,967.3868792455193,,"19,35"
n566,1719.4197811723234,1016.6753298454659,"20,35","20,35"
n570,1718.9997653518158,1066.2569467869175,,"21,35"
n577,1721.0799433645216,1115.6773919867987,,"22,35"
n643,1717.3468247543399,1163.1086534339606,,"23,35"
n644,1720.9991815771748,1213.648059448146,,"24,35"
n645,1719.3390193849766,1259.278022330801,,"25,35"
n661,1717.2742548345277,1310.3227911685874,,"26,35"
n662,1720.9266116573626,1360.8621971827727,,"27,35"
n663,1719.2664494651644,1406.4921600654277,"28,35","28,35"
n396,1766.768395853415,720.6505617395713,,"14,36"
n394,1770.7527851146904,770.2473005219089,,"15,36"
n392,1763.780103907459,818.0154886701686,,"16,36"
n395,1767.4324607302945,868.5548946843538,,"17,36"
n400,1765.7722985380963,914.1848575670089,,"18,36"
n574,1770.9632313553502,970.0796727495009,,"19,36"
n573,1763.990550148119,1017.8478608977606,,"20,36"
n575,1767.6429069709548,1068.387266911946,,"21,36"
n578,1765.9827447787566,1114.017229794601,,"22,36"
n646,1765.5236105754868,1169.1075547688097,,"23,36"
n647,1769.1759673983227,1219.6469607829952,,"24,36"
n648,1767.5158052061245,1265.2769236656502,,"25,36"
n664,1765.4510406556747,1316.3216925034365,,"26,36"
n665,1769.1033974785105,1366.861098517622,,"27,36"
n666,1767.4432352863123,1412.491061400277,"28,36","28,36"
n458,1812.09428859252,814.3585862686461,,"16,37"
n459,1815.7466454153553,864.8979922828314,,"17,37"
n460,1814.086483223157,910.5279551654864,,"18,37"
n584,1815.06043892036,968.1744829300201,,"19,37"
n581,1812.3047348331802,1014.1909584962382,,"20,37"
n582,1815.957091656015,1064.7303645104234,,"21,37"
n583,1814.296929463817,1110.3603273930785,,"22,37"
n649,1813.837795260548,1165.4506523672871,,"23,37"
n650,1817.490152083383,1215.9900583814726,,"24,37"
n651,1815.8299898911848,1261.6200212641277,,"25,37"
n667,1813.765225340736,1312.664790101914,,"26,37"
n668,1817.4175821635708,1363.2041961160994,,"27,37"
n669,1815.7574199713727,1408.8341589987544,"28,37","28,37"
n585,1862.2632690443045,916.5268565003355,,"18,38"
n587,1867.2417011009572,965.1966458223823,,"19,38"
n586,1868.1315480359751,1016.1523453796618,,"20,38"
n588,1864.133877477163,1070.7292658452727,,"21,38"
n589,1862.4737152849648,1116.3592287279278,"22,38","22,38"
n593,1911.5514094265682,970.5164818633467,,"19,39"
n590,1908.7957053393884,1016.5329574295648,,"20,39"
n591,1912.4480621622233,1067.0723634437502,,"21,39"
n592,1910.7878999700251,1112.7023263264052,"22,39","22,39"
