id,xc,yc,old_label,new_label
n326,694.9845924123097,90.39643627707174,,"1,14"
n329,694.4745905868663,137.94755034530075,,"2,14"
n336,695.6486572891886,188.22596736610998,,"3,14"
n301,696.0962171009155,233.42712196967986,,"4,14"
n294,695.416214666991,279.79715908702485,,"5,14"
n291,695.301243221063,329.9261083008265,,"6,14"
n296,694.7912413956201,377.47722236905577,,"7,14"
n311,695.9653080979424,427.75563938986477,,"8,14"
n187,693.4611948016693,486.5148425802458,,"9,14"
n189,693.4611948016693,533.0947915407273,,"10,14"
n188,693.4611948016693,582.383242140674,,"11,14"
n192,694.6226265412632,632.7670494533958,,"12,14"
n198,693.9585616643841,679.5471727028054,,"13,14"
n87,693.7778456104228,726.0445146040006,,"14,14"
n89,693.7778456104228,772.6244635644821,,"15,14"
n88,693.7778456104228,821.9129141644288,,"16,14"
n92,694.9392773500167,872.2967214771505,,"17,14"
n98,694.2752124731376,919.0768447265601,,"18,14"
n524,693.988291851083,972.4568357920741,,"19,14"
n523,693.988291851083,1021.7452863920208,,"20,14"
n526,695.1497235906768,1072.1290937047424,"21,14","21,14"
n325,743.3236481346071,90.06593948865985,,"1,15"
n328,743.153647526126,138.45755217074392,,"2,15"
n332,744.3197454499259,187.86271345022018,,"3,15"
n299,743.3002977263982,231.89711649335013,,"4,15"
n292,744.1503007688034,280.307160912468,,"5,15"
n290,743.6402989433604,329.5956115124146,,"6,15"
n295,743.4702983348793,377.98722419449894,,"7,15"
n305,744.6363962586793,427.3923854739752,,"8,15"
n186,741.7354358657527,486.21475259793914,,"9,15"
n179,741.0554334318284,532.5847897152842,,"10,15"
n176,740.9404619859004,582.7137389290859,,"11,15"
n181,740.4304601604572,630.264852997315,,"12,15"
n196,741.6045268627795,680.5432700181242,,"13,15"
n86,742.0520866745062,725.744424621694,,"14,15"
n79,741.3720842405819,772.1144617390389,,"15,15"
n76,741.2571127946538,822.2434109528407,,"16,15"
n81,740.7471109692107,869.7945250210698,,"17,15"
n96,741.921177671533,920.072942041879,,"18,15"
n518,741.582530481242,971.946833966631,,"19,15"
n515,741.467559035314,1022.0757831804327,,"20,15"
n520,740.9575572098706,1069.6268972486619,"21,15","21,15"
n327,793.0296423522955,89.55593766321645,,"1,16"
n330,792.6096265317879,139.13755460466822,,"2,16"
n337,794.6898045444937,188.55799980454944,,"3,16"
n300,793.51629376953,231.5571152763881,,"4,16"
n297,794.1162815999082,279.79715908702485,,"5,16"
n293,793.3462931610488,329.08560968697145,,"6,16"
n298,792.9262773405412,378.667226628423,,"7,16"
n312,795.006455353247,428.08767182830445,,"8,16"
n184,788.9395164912354,484.6847471216095,,"9,16"
n177,789.7895195336406,533.0947915407273,,"10,16"
n175,789.2795177081974,582.383242140674,,"11,16"
n180,789.1095170997165,630.7748548227581,,"12,16"
n190,790.2756150235163,680.1800161022344,,"13,16"
n84,789.2561672999889,724.2144191453643,,"14,16"
n77,790.1061703423941,772.6244635644821,,"15,16"
n75,789.5961685169509,821.9129141644288,,"16,16"
n80,789.42616790847,870.304526846513,,"17,16"
n90,790.5922658322697,919.7096881259893,,"18,16"
n516,790.3166165830542,972.4568357920741,,"19,16"
n514,789.806614757611,1021.7452863920208,,"20,16"
n519,789.6366141491301,1070.136899074105,"21,16","21,16"
n333,837.6004113280915,90.7284687155112,,"1,17"
n335,841.2527681509268,141.26787472969667,,"2,17"
n339,839.5926059587287,186.8978376123517,,"3,17"
n310,843.7322898126617,232.89321380866895,,"4,17"
n308,844.8897433440761,282.4899525910065,,"5,17"
n306,843.2770169401037,330.2581407392662,,"6,17"
n309,841.5694189596802,380.79754675345146,,"7,17"
n314,839.909256767482,426.4275096361065,,"8,17"
n185,839.155512534367,484.34474590464737,,"9,17"
n182,839.7555003647454,532.5847897152842,,"10,17"
n178,838.985511925886,581.8732403152306,,"11,17"
n183,838.5654961053782,631.4548572566824,,"12,17"
n197,840.645674118084,680.8753024565636,,"13,17"
n85,839.4721633431204,723.8744179284022,,"14,17"
n82,840.0721511734989,772.1144617390389,,"15,17"
n78,839.3021627346395,821.4029123389855,,"16,17"
n83,838.8821469141317,870.9845292804372,,"17,17"
n97,840.9623249268375,920.4049744803185,,"18,17"
n521,840.2825974141588,971.946833966631,,"19,17"
n517,839.5126089752994,1021.2352845665775,,"20,17"
n522,839.0925931547918,1070.8169015080293,"21,17","21,17"
n346,885.2258040038062,90.0284769172261,,"1,18"
n347,888.8781608266415,140.56788293141156,,"2,18"
n348,887.2179986344433,186.1978458140666,,"3,18"
n370,893.2077407191587,331.31165363582846,,"6,18"
n371,892.7877248986508,380.89327057728,,"7,18"
n374,894.8679029113566,430.31371577716146,,"8,18"
n195,886.544572847638,485.6808444369282,,"9,18"
n193,890.5289621089131,535.2775832192658,,"10,18"
n191,883.5562809016818,583.0457713675254,,"11,18"
n194,887.2086377245172,633.5851773817109,,"12,18"
n199,885.5484755323192,679.2151402643659,,"13,18"
n95,886.8612236563915,725.210516460683,,"14,18"
n93,890.8456129176666,774.8072552430207,,"15,18"
n91,883.8729317104353,822.5754433912803,,"16,18"
n94,887.5252885332707,873.1148494054656,,"17,18"
n99,885.8651263410727,918.7448122881207,,"18,18"
n527,891.0560591583267,974.6396274706127,,"19,18"
n525,884.0833779510954,1022.4078156188723,,"20,18"
n528,887.7357347739307,1072.9472216330578,"21,18","21,18"
n372,937.7785096949544,332.4841846881232,,"6,19"
n373,941.4308665177898,383.02359070230847,,"7,19"
n375,939.7707043255919,428.6535535849635,,"8,19"
n162,935.7157947529952,487.80559793265223,,"9,19"
n164,935.7157947529952,534.3855468931338,,"10,19"
n163,935.7157947529952,583.6739974930805,,"11,19"
n167,936.8772264925891,634.0578048058022,,"12,19"
n173,936.21316161571,680.8379280552118,,"13,19"
n62,936.0324455617487,727.335269956407,,"14,19"
n64,936.0324455617487,773.9152189168885,,"15,19"
n63,936.0324455617487,823.2036695168352,,"16,19"
n67,937.1938773013426,873.587476829557,,"17,19"
n73,936.5298124244634,920.3676000789666,,"18,19"
n510,936.2428918024088,973.7475911444806,,"19,19"
n509,936.2428918024088,1023.0360417444273,,"20,19"
n512,937.4043235420027,1073.419849057149,"21,19","21,19"
n361,989.9380235462678,333.1124108136781,,"6,20"
n364,991.0994552858617,383.4962181263998,,"7,20"
n368,990.4353904089826,430.2763413758094,,"8,20"
n161,983.9900358170786,487.5055079503456,,"9,20"
n154,983.3100333831543,533.8755450676906,,"10,20"
n151,983.1950619372262,584.0044942814924,,"11,20"
n156,982.6850601117831,631.5556083497214,,"12,20"
n171,983.8591268141054,681.8340253705306,,"13,20"
n61,984.3066866258321,727.0351799741004,,"14,20"
n54,983.6266841919078,773.4052170914454,,"15,20"
n51,983.5117127459797,823.5341663052471,,"16,20"
n56,983.0017109205365,871.0852803734763,,"17,20"
n71,984.1757776228588,921.3636973942854,,"18,20"
n505,983.8371304325678,973.2375893190374,,"19,20"
n502,983.7221589866399,1023.3665385328392,,"20,20"
n507,983.2121571611965,1070.9176526010683,"21,20","21,20"
n356,1037.4172907304987,333.44290760209,,"6,21"
n359,1036.9072889050558,380.9940216703192,,"7,21"
n366,1038.081355607378,431.27243869112823,,"8,21"
n159,1031.1941164425612,485.97550247401597,,"9,21"
n152,1032.0441194849664,534.3855468931338,,"10,21"
n150,1031.5341176595234,583.6739974930805,,"11,21"
n155,1031.3641170510423,632.0656101751646,,"12,21"
n165,1032.5302149748422,681.4707714546408,,"13,21"
n59,1031.5107672513147,725.5051744977708,,"14,21"
n52,1032.36077029372,773.9152189168885,,"15,21"
n50,1031.8507684682768,823.2036695168352,,"16,21"
n55,1031.6807678597959,871.5952821989194,,"17,21"
n65,1032.8468657835956,921.0004434783957,,"18,21"
n503,1032.5712165343803,973.7475911444806,,"19,21"
n501,1032.0612147089369,1023.0360417444273,,"20,21"
n506,1031.8912141004557,1071.4276544265115,"21,21","21,21"
n355,1085.7563464527962,333.1124108136781,,"6,22"
n358,1085.586345844315,381.5040234957624,,"7,22"
n362,1086.752443768115,430.90918477523866,,"8,22"
n160,1081.410112485693,485.6355012570538,,"9,22"
n157,1082.0101003160712,533.8755450676906,,"10,22"
n153,1081.2401118772118,583.1639956676371,,"11,22"
n158,1080.8200960567042,632.7456126090889,,"12,22"
n172,1082.90027406941,682.1660578089701,,"13,22"
n60,1081.7267632944463,725.1651732808086,,"14,22"
n57,1082.3267511248248,773.4052170914454,,"15,22"
n53,1081.5567626859654,822.693667691392,,"16,22"
n58,1081.1367468654576,872.2752846328436,,"17,22"
n72,1083.2169248781634,921.695729832725,,"18,22"
n508,1082.5371973654846,973.2375893190374,,"19,22"
n504,1081.7672089266252,1022.526039918984,"20,22","20,22"
n357,1135.4623406704845,332.6024089882349,,"6,23"
n360,1135.042324849977,382.18402592968647,,"7,23"
n367,1137.1225028626827,431.6044711295679,,"8,23"
n170,1128.7991727989638,486.9715997893347,,"9,23"
n168,1132.783562060239,536.5683385716723,,"10,23"
n166,1125.8108808530078,584.3365267199318,,"11,23"
n169,1129.4632376758432,634.8759327341173,,"12,23"
n174,1127.803075483645,680.5058956167724,,"13,23"
n70,1129.1158236077174,726.5012718130895,,"14,23"
n68,1133.1002128689925,776.0980105954271,,"15,23"
n66,1126.1275316617612,823.8661987436867,,"16,23"
n69,1129.7798884845965,874.4056047578721,,"17,23"
n74,1128.1197262923986,920.0355676405271,,"18,23"
n513,1133.3106591096525,975.9303828230192,,"19,23"
n511,1126.3379779024212,1023.6985709712787,"20,23","20,23"
n363,1180.0331096462805,333.77494004052966,,"6,24"
n365,1183.685466469116,384.3143460547149,,"7,24"
n369,1182.0253042769177,429.94430893736995,,"8,24"
n283,1180.841128331802,482.84243567228236,,"9,24"
n281,1181.4411161621806,531.0824794829192,,"10,24"
n280,1180.6711277233212,580.3709300828656,,"11,24"
n282,1180.2511119028134,629.9525470243174,,"12,24"
n288,1182.3312899155192,679.3729922241986,,"13,24"
n248,1181.1577791405557,722.3721076960372,,"14,24"
n246,1181.757766970934,770.612151506674,,"15,24"
n245,1180.9877785320746,819.9006021066206,,"16,24"
n247,1180.567762711567,869.4822190480721,,"17,24"
n253,1182.6479407242728,918.9026642479536,,"18,24"
n562,1181.968213211594,970.444523734266,,"19,24"
n561,1181.1982247727346,1019.7329743342126,"20,24","20,24"
n442,1227.496295269549,383.827858213979,,"7,25"
n441,1231.480684530824,433.42459699631667,,"8,25"
n287,1228.2301886450732,484.1785342045632,,"9,25"
n285,1232.2145779063483,533.7752729869009,,"10,25"
n284,1225.241896699117,581.5434611351603,,"11,25"
n286,1228.8942535219524,632.0828671493458,,"12,25"
n289,1227.2340913297544,677.7128300320009,,"13,25"
n252,1228.5468394538266,723.7082062283181,,"14,25"
n250,1232.5312287151019,773.3049450106556,,"15,25"
n249,1225.5585475078706,821.0731331589153,,"16,25"
n251,1229.210904330706,871.6125391731006,,"17,25"
n254,1227.5507421385078,917.2425020557556,,"18,25"
n564,1232.741674955762,973.1373172382476,,"19,25"
n563,1225.7689937485306,1020.9055053865073,"20,25","20,25"
n437,1276.667517174906,385.95261170970304,,"7,26"
n438,1276.667517174906,432.53256067018464,,"8,26"
n267,1277.4014105504302,486.3032877002872,,"9,26"
n269,1277.4014105504302,532.8832366607688,,"10,26"
n268,1277.4014105504302,582.1716872607154,,"11,26"
n272,1278.5628422900243,632.5554945734372,,"12,26"
n278,1277.8987774131451,679.3356178228468,,"13,26"
n232,1277.7180613591838,725.8329597240421,,"14,26"
n234,1277.7180613591838,772.4129086845236,,"15,26"
n233,1277.7180613591838,821.7013592844702,,"16,26"
n237,1278.8794930987779,872.0851665971919,,"17,26"
n243,1278.2154282218985,918.8652898466015,,"18,26"
n554,1277.9285075998441,972.2452809121156,,"19,26"
n553,1277.9285075998441,1021.5337315120622,,"20,26"
n557,1279.089939339438,1071.917538824784,"21,26","21,26"
n560,1278.4258744625586,1118.6976620741934,"22,26","22,26"
n599,1281.8305521109896,1167.564209126503,"23,26","23,26"
n600,1281.4998648269755,1216.015715630763,"24,26","24,26"
n601,1284.7346235715058,1262.3920193947758,"25,26","25,26"
n436,1324.9417582389895,385.6525217273964,,"7,27"
n432,1324.2617558050651,432.02255884474147,,"8,27"
n266,1325.6756516145138,486.0031977179806,,"9,27"
n259,1324.9956491805895,532.3732348353257,,"10,27"
n256,1324.8806777346613,582.5021840491273,,"11,27"
n261,1324.3706759092183,630.0532981173563,,"12,27"
n276,1325.5447426115406,680.3317151381656,,"13,27"
n231,1325.9923024232671,725.5328697417355,,"14,27"
n224,1325.312299989343,771.9029068590804,,"15,27"
n221,1325.1973285434149,822.0318560728821,,"16,27"
n226,1324.6873267179717,869.5829701411113,,"17,27"
n241,1325.861393420294,919.8613871619203,,"18,27"
n549,1325.5227462300031,971.7352790866724,,"19,27"
n546,1325.4077747840747,1021.8642283004741,,"20,27"
n551,1324.8977729586318,1069.4153423687035,,"21,27"
n559,1326.071839660954,1119.6937593895123,"22,27","22,27"
n603,1323.304542082454,1217.5417575487857,"24,27","24,27"
n602,1329.228315476835,1256.888254652604,"25,27","25,27"
n692,1335.2151942368514,1309.3759517451724,"26,27","26,27"
n693,1330.5219142821188,1353.4028273433028,"27,27","27,27"
n688,1330.115810151054,1405.978793860357,"28,27","28,27"
n699,1329.7863389665722,1447.2238529431688,"29,27","29,27"
n707,1331.4944691522142,1502.7355262447863,"30,27","30,27"
n715,1331.1649979677325,1543.9805853275982,"31,27","31,27"
n434,1372.1458388644721,384.12251625106677,,"7,28"
n431,1372.9958419068773,432.53256067018464,,"8,28"
n264,1372.8797322399964,484.47319224165096,,"9,28"
n257,1373.7297352824016,532.8832366607688,,"10,28"
n255,1373.2197334569587,582.1716872607154,,"11,28"
n260,1373.0497328484776,630.5632999427995,,"12,28"
n270,1374.2158307722775,679.9684612222758,,"13,28"
n229,1373.1963830487498,724.0028642654057,,"14,28"
n222,1374.046386091155,772.4129086845236,,"15,28"
n220,1373.536384265712,821.7013592844702,,"16,28"
n225,1373.366383657231,870.0929719665545,,"17,28"
n235,1374.5324815810309,919.4981332460308,,"18,28"
n547,1374.256832331815,972.2452809121156,,"19,28"
n545,1373.7468305063721,1021.5337315120622,,"20,28"
n550,1373.576829897891,1069.9253441941464,"21,28","21,28"
n555,1374.742927821691,1119.330505473623,"22,28","22,28"
n674,1378.7084979041529,1216.9275194317663,"24,28","24,28"
n677,1379.480856304665,1261.0366309801557,,"25,28"
n691,1377.1700247148951,1306.2046300956622,,"26,28"
n683,1377.6208003879913,1356.2103786649911,,"27,28"
n685,1378.7868983117908,1405.6155399444672,,"28,28"
n698,1378.457427127309,1446.860599027279,,"29,28"
n706,1380.165557312951,1502.3722723288965,,"30,28"
n714,1379.8360861284693,1543.6173314117084,"31,28","31,28"
n435,1422.361834907604,383.7825150341046,,"7,29"
n433,1422.9618227379822,432.02255884474147,,"8,29"
n265,1423.0957282831282,484.1331910246888,,"9,29"
n262,1423.6957161135065,532.3732348353257,,"10,29"
n258,1422.925727674647,581.661685435272,,"11,29"
n263,1422.5057118541395,631.2433023767238,,"12,29"
