node_id,cx,cy,i,j,seed_row,seed_col,col_hat_float,row_hat_float,col_hat_round,row_hat_round,final_row,final_col,source,notes
n130,303.014814,628.430624,82,160,,,5.614075,6.988179,6,7,7,6,computed,
n131,254.335757,627.920622,68,158,,,4.687847,6.863231,5,7,7,5,computed,
n132,353.660797,530.240559,98,113,,,6.672622,4.051893,7,4,4,7,computed,
n133,352.470793,629.110626,92,161,,,6.275667,7.050653,6,7,7,6,computed,
n134,302.844814,482.340516,81,92,,,5.547916,2.739936,6,3,3,6,computed,
n135,353.060810,482.000515,95,91,,,6.474145,2.677461,6,3,3,6,computed,
n136,255.640733,483.870522,76,96,,,5.217120,2.989832,5,3,3,5,computed,
n137,207.366492,484.170612,58,97,,,4.026255,3.052306,4,3,3,4,computed,
n138,207.366492,580.039011,58,133,,,4.026255,5.301376,4,5,5,4,computed,
n139,207.366492,530.750561,58,114,,,4.026255,4.114367,4,4,4,4,computed,
n140,304.180912,677.835785,88,187,,,6.011030,8.674982,6,9,9,6,computed,
n141,397.461578,580.701541,104,135,,,7.069577,5.426325,7,5,5,7,computed,
n142,208.527924,630.422819,64,165,,,4.423210,7.300550,4,7,7,4,computed,
n143,404.434259,532.933352,117,120,,,7.929647,4.489212,8,4,4,8,computed,
n144,401.113935,631.240947,112,168,,,7.598851,7.487972,8,7,7,8,computed,
n145,400.449870,483.336614,110,94,,,7.466533,2.864884,7,3,3,7,computed,
n146,255.509824,678.199039,75,188,,,5.150961,8.737456,5,9,9,5,computed,
n147,354.550971,678.531072,101,189,,,6.871100,8.799930,7,9,9,7,computed,
n148,207.863859,677.202942,60,185,,,4.158573,8.550033,4,9,9,4,computed,
n149,399.453773,676.870909,107,184,,,7.268055,8.487559,7,8,8,7,computed,
n150,1031.534118,583.673997,310,149,,,20.698370,6.300963,21,6,6,21,computed,
n151,983.195062,584.004494,296,150,,,19.772142,6.363437,20,6,6,20,computed,
n152,1032.044119,534.385547,313,124,,,20.896848,4.739109,21,5,5,21,computed,
n153,1081.240112,583.163996,322,148,,,21.492281,6.238489,21,6,6,21,computed,
n154,983.310033,533.875545,297,122,,,19.838301,4.614161,20,5,5,20,computed,
n155,1031.364117,632.065610,309,171,,,20.632211,7.675395,21,8,8,21,computed,
n156,982.685060,631.555608,294,169,,,19.639823,7.550447,20,8,8,20,computed,
n157,1082.010100,533.875545,326,122,,,21.756918,4.614161,22,5,5,22,computed,
n158,1080.820096,632.745613,320,173,,,21.359962,7.800343,21,8,8,21,computed,
n159,1031.194116,485.975502,308,104,,,20.566052,3.489626,21,3,3,21,computed,
n160,1081.410112,485.635501,323,103,,,21.558440,3.427151,22,3,3,22,computed,
n161,983.990036,487.505508,302,108,,,20.169097,3.739522,20,4,4,20,computed,
n162,935.715795,487.805598,284,109,,,18.978232,3.801996,19,4,4,19,computed,
n163,935.715795,583.673997,284,149,,,18.978232,6.300963,19,6,6,19,computed,
n164,935.715795,534.385547,284,124,,,18.978232,4.739109,19,5,5,19,computed,
n165,1032.530215,681.470771,315,201,,,21.029166,9.549620,21,10,10,21,computed,
n166,1125.810881,584.336527,334,151,,,22.286191,6.425912,22,6,6,22,computed,
n167,936.877226,634.057805,288,176,,,19.242868,7.987766,19,8,8,19,computed,
n168,1132.783562,536.568339,343,127,,,22.881624,4.926531,23,5,5,23,computed,
n169,1129.463238,634.875933,341,177,,,22.749305,8.050240,23,8,8,23,computed,
n170,1128.799173,486.971600,339,107,,,22.616987,3.677048,23,4,4,23,computed,
n171,983.859127,681.834025,301,202,,,20.102938,9.612094,20,10,10,20,computed,
n172,1082.900274,682.166058,329,203,,,21.955395,9.674568,22,10,10,22,computed,
n173,936.213162,680.837928,286,200,,,19.110550,9.487146,19,9,9,19,computed,
n174,1127.803075,680.505896,337,198,,,22.484669,9.362197,22,9,9,22,computed,
n175,789.279518,582.383242,233,143,,,15.604113,5.926118,16,6,6,16,computed,
n176,740.940462,582.713739,215,145,,,14.413247,6.051067,14,6,6,14,computed,
n177,789.789520,533.094792,236,121,,,15.802590,4.551686,16,5,5,16,computed,
n178,838.985512,581.873240,252,140,,,16.861137,5.738696,17,6,6,17,computed,
n179,741.055433,532.584790,216,119,,,14.479407,4.426738,14,4,4,14,computed,
n180,789.109517,630.774855,232,167,,,15.537954,7.425498,16,7,7,16,computed,
n181,740.430460,630.264853,213,164,,,14.280929,7.238076,14,7,7,14,computed,
n182,839.755500,532.584790,257,119,,,17.191933,4.426738,17,4,4,17,computed,
n183,838.565496,631.454857,250,169,,,16.728819,7.550447,17,8,8,17,computed,
n184,788.939516,484.684747,231,100,,,15.471795,3.239729,15,3,3,15,computed,
n185,839.155513,484.344746,253,98,,,16.927297,3.114781,17,3,3,17,computed,
n186,741.735436,486.214753,221,105,,,14.810203,3.552100,15,4,4,15,computed,
n187,693.461195,486.514843,199,106,,,13.354700,3.614574,13,4,4,13,computed,
n188,693.461195,582.383242,199,143,,,13.354700,5.926118,13,6,6,13,computed,
n189,693.461195,533.094792,199,121,,,13.354700,4.551686,13,5,5,13,computed,
n190,790.275615,680.180016,238,196,,,15.934909,9.237249,16,9,9,16,computed,
n191,883.556281,583.045771,266,147,,,17.787366,6.176015,18,6,6,18,computed,
n192,694.622627,632.767049,204,173,,,13.685496,7.800343,14,8,8,14,computed,
n193,890.528962,535.277583,278,126,,,18.581276,4.864057,19,5,5,19,computed,
n194,887.208638,633.585177,274,175,,,18.316640,7.925292,18,8,8,18,computed,
n195,886.544573,485.680844,272,103,,,18.184321,3.427151,18,3,3,18,computed,
n196,741.604527,680.543270,220,198,,,14.744043,9.362197,15,9,9,15,computed,
n197,840.645674,680.875302,261,200,,,17.456570,9.487146,17,9,9,17,computed,
n198,693.958562,679.547173,201,193,,,13.487019,9.049827,13,9,9,13,computed,
n199,885.548476,679.215140,270,191,,,18.052003,8.924878,18,9,9,18,computed,
n200,156.314796,626.486061,46,154,,,3.232344,6.613334,3,7,7,3,computed,
n201,106.223104,627.370499,21,156,,,1.578365,6.738282,2,7,7,2,computed,
n202,151.499046,675.869039,38,181,,,2.703071,8.300137,3,8,8,3,computed,
n203,155.270934,719.217174,44,204,,,3.100026,9.737042,3,10,10,3,computed,
n204,149.704409,771.903721,36,235,,,2.570753,11.673742,3,12,12,3,computed,
n205,108.859437,771.634997,24,234,,,1.776842,11.611268,2,12,12,2,computed,
n206,56.600851,773.479077,11,239,,,0.916773,11.923638,1,12,12,1,computed,
n207,13.161876,772.729153,2,238,,,0.321340,11.861164,0,12,12,0,computed,
n208,14.339760,822.784095,4,268,,,0.453658,13.735389,0,14,14,0,computed,
n209,54.946496,824.109375,9,272,,,0.784454,13.985286,1,14,14,1,computed,
n210,109.042050,819.209046,25,252,,,1.843001,12.735803,2,13,13,2,computed,
n211,156.911996,821.015524,47,258,,,3.298504,13.110648,3,13,13,3,computed,
n212,12.825688,870.589267,0,289,,,0.189022,15.047347,0,15,15,0,computed,
n213,57.582829,869.320543,13,283,,,1.049091,14.672502,1,15,15,1,computed,
n214,106.490376,865.939015,22,276,,,1.644524,14.235183,2,14,14,2,computed,
n215,157.473126,867.783095,50,280,,,3.496981,14.485079,3,14,14,3,computed,
n216,17.018423,917.356838,7,311,18,0,0.652136,16.421779,1,16,18,0,seed,"SEED_CONFLICT seed=(18,0) computed=(16,1)"
n217,59.181561,916.569313,15,308,,,1.181410,16.234356,1,16,16,1,computed,
n218,109.645510,919.450994,27,319,,,1.975320,16.921572,2,17,17,2,computed,
n219,157.515456,919.219871,50,318,,,3.496981,16.859098,3,17,17,3,computed,
n220,1373.536384,821.701359,412,262,,,27.446608,13.360544,27,13,13,27,computed,
n221,1325.197329,822.031856,392,264,,,26.123424,13.485493,26,13,13,26,computed,
n222,1374.046386,772.412909,414,237,,,27.578926,11.798690,28,12,12,28,computed,
n223,1423.242378,821.191357,432,259,,,28.769792,13.173122,29,13,13,29,computed,
n224,1325.312300,771.902907,393,235,,,26.189583,11.673742,26,12,12,26,computed,
n225,1373.366384,870.092972,411,287,,,27.380449,14.922398,27,15,15,27,computed,
n226,1324.687327,869.582970,390,284,,,25.991106,14.734976,26,15,15,26,computed,
n227,1424.012367,771.902907,435,235,,,28.968269,11.673742,29,12,12,29,computed,
n228,1422.822363,870.772974,429,290,,,28.571314,15.109821,29,15,15,29,computed,
n229,1373.196383,724.002864,410,216,,,27.314289,10.486732,27,10,10,27,computed,
n230,1423.412379,723.662863,433,214,,,28.835951,10.361784,29,10,10,29,computed,
n231,1325.992302,725.532870,398,221,,,26.520379,10.799103,27,11,11,27,computed,
n232,1277.718061,725.832960,377,222,,,25.131036,10.861578,25,11,11,25,computed,
n233,1277.718061,821.701359,377,262,,,25.131036,13.360544,25,13,13,25,computed,
n234,1277.718061,772.412909,377,237,,,25.131036,11.798690,25,12,12,25,computed,
n235,1374.532482,919.498133,416,319,,,27.711245,16.921572,28,17,17,28,computed,
n236,1467.813147,822.363889,447,266,,,29.762179,13.610441,30,14,14,30,computed,
n237,1278.879493,872.085167,382,294,,,25.461832,15.359718,25,15,15,25,computed,
n238,1474.785829,774.595700,459,242,,,30.556090,12.111061,31,12,12,31,computed,
n239,1471.465504,872.903295,454,296,,,30.225294,15.484666,30,15,15,30,computed,
n240,1470.801439,724.998962,452,219,,,30.092975,10.674155,30,11,11,30,computed,
n241,1325.861393,919.861387,397,321,,,26.454220,17.046520,26,17,17,26,computed,
n242,1424.902541,920.193420,438,323,,,29.166747,17.171469,29,17,17,29,computed,
n243,1278.215428,918.865290,379,316,,,25.263355,16.734149,25,17,17,25,computed,
n244,1469.805342,918.533257,450,314,,,29.960657,16.609201,30,17,17,30,computed,
n245,1180.987779,819.900602,354,254,,,23.609375,12.860751,24,13,13,24,computed,
n246,1181.757767,770.612152,357,232,,,23.807852,11.486319,24,11,11,24,computed,
n247,1180.567763,869.482219,351,284,,,23.410897,14.734976,23,15,15,23,computed,
n248,1181.157779,722.372108,355,210,,,23.675534,10.111887,24,10,10,24,computed,
n249,1225.558548,821.073133,363,258,,,24.204808,13.110648,24,13,13,24,computed,
n250,1232.531229,773.304945,373,239,,,24.866399,11.923638,25,12,12,25,computed,
n251,1229.210904,871.612539,370,293,,,24.667922,15.297243,25,15,15,25,computed,
n252,1228.546839,723.708206,368,214,,,24.535603,10.361784,25,10,10,25,computed,
n253,1182.647941,918.902664,360,316,,,24.006330,16.734149,24,17,17,24,computed,
n254,1227.550742,917.242502,366,310,,,24.403285,16.359304,24,16,16,24,computed,
n255,1373.219733,582.171687,410,142,,,27.314289,5.863644,27,6,6,27,computed,
n256,1324.880678,582.502184,391,144,,,26.057265,5.988592,26,6,6,26,computed,
n257,1373.729735,532.883237,413,120,,,27.512767,4.489212,28,4,4,28,computed,
n258,1422.925728,581.661685,430,139,,,28.637473,5.676221,29,6,6,29,computed,
n259,1324.995649,532.373235,391,118,,,26.057265,4.364264,26,4,4,26,computed,
n260,1373.049733,630.563300,409,166,,,27.248130,7.363024,27,7,7,27,computed,
n261,1324.370676,630.053298,389,163,,,25.924946,7.175602,26,7,7,26,computed,
n262,1423.695716,532.373235,434,118,,,28.902110,4.364264,29,4,4,29,computed,
n263,1422.505712,631.243302,428,168,,,28.505155,7.487972,29,7,7,29,computed,
n264,1372.879732,484.473192,408,99,,,27.181971,3.177255,27,3,3,27,computed,
n265,1423.095728,484.133191,431,97,,,28.703632,3.052306,29,3,3,29,computed,
n266,1325.675652,486.003198,396,104,,,26.388061,3.489626,26,3,3,26,computed,
n267,1277.401411,486.303288,376,105,,,25.064877,3.552100,25,4,4,25,computed,
n268,1277.401411,582.171687,376,142,,,25.064877,5.863644,25,6,6,25,computed,
n269,1277.401411,532.883237,376,120,,,25.064877,4.489212,25,4,4,25,computed,
n270,1374.215831,679.968461,415,195,,,27.645085,9.174775,28,9,9,28,computed,
n271,1467.496497,582.834216,446,146,,,29.696020,6.113541,30,6,6,30,computed,
n272,1278.562842,632.555495,381,172,,,25.395673,7.737869,25,8,8,25,computed,
n273,1474.469178,535.066028,458,125,,,30.489931,4.801583,30,5,5,30,computed,
n274,1471.148853,633.373623,453,174,,,30.159135,7.862817,30,8,8,30,computed,
n275,1470.484789,485.469290,451,102,,,30.026816,3.364677,30,3,3,30,computed,
n276,1325.544743,680.331715,395,197,,,26.321902,9.299723,26,9,9,26,computed,
n277,1424.585890,680.663748,437,199,,,29.100588,9.424672,29,9,9,29,computed,
n278,1277.898777,679.335618,378,192,,,25.197195,8.987352,25,9,9,25,computed,
n279,1469.488691,679.003585,449,190,,,29.894498,8.862404,30,9,9,30,computed,
n280,1180.671128,580.370930,352,134,,,23.477056,5.363851,23,5,5,23,computed,
n281,1181.441116,531.082479,356,115,,,23.741693,4.176841,24,4,4,24,computed,
n282,1180.251112,629.952547,350,163,,,23.344738,7.175602,23,7,7,23,computed,
n283,1180.841128,482.842436,353,93,,,23.543216,2.802410,24,3,3,24,computed,
n284,1225.241897,581.543461,362,138,,,24.138648,5.613747,24,6,6,24,computed,
n285,1232.214578,533.775273,372,122,,,24.800240,4.614161,25,5,5,25,computed,
n286,1228.894254,632.082867,369,171,,,24.601763,7.675395,25,8,8,25,computed,
n287,1228.230189,484.178534,367,97,,,24.469444,3.052306,24,3,3,24,computed,
n288,1182.331290,679.372992,359,192,,,23.940171,8.987352,24,9,9,24,computed,
n289,1227.234091,677.712830,365,186,,,24.337126,8.612507,24,9,9,24,computed,
n290,743.640299,329.595612,227,34,,,15.207158,-0.883566,15,-1,-1,15,computed,
n291,695.301243,329.926108,208,35,,,13.950133,-0.821092,14,-1,-1,14,computed,
n292,744.150301,280.307161,228,28,,,15.273317,-1.258411,15,-1,-1,15,computed,
n293,793.346293,329.085610,243,33,,,16.265705,-0.946040,16,-1,-1,16,computed,
n294,695.416215,279.797159,209,27,,,14.016292,-1.320885,14,-1,-1,14,computed,
n295,743.470298,377.987224,226,49,,,15.140999,0.053546,15,0,0,15,computed,
n296,694.791241,377.477222,205,48,,,13.751656,-0.008928,14,0,0,14,computed,
n297,794.116282,279.797159,245,27,,,16.398023,-1.320885,16,-1,-1,16,computed,
n298,792.926277,378.667227,241,50,,,16.133386,0.116020,16,0,0,16,computed,
n299,743.300298,231.897116,225,22,,,15.074839,-1.633256,15,-2,-2,15,computed,
n300,793.516294,231.557115,244,21,,,16.331864,-1.695730,16,-2,-2,16,computed,
n301,696.096217,233.427122,212,24,,,14.214770,-1.508308,14,-2,-2,14,computed,
n302,647.821976,233.727212,194,25,,,13.023904,-1.445834,13,-1,-1,13,computed,
n303,647.821976,329.595612,194,34,,,13.023904,-0.883566,13,-1,-1,13,computed,
n304,647.821976,280.307161,194,28,,,13.023904,-1.258411,13,-1,-1,13,computed,
n305,744.636396,427.392385,230,69,,,15.405635,1.303030,15,1,1,15,computed,
n306,837.917062,330.258141,249,36,,,16.662660,-0.758618,17,-1,-1,17,computed,
n307,648.983408,379.979419,198,53,,,13.288541,0.303443,13,0,0,13,computed,
n308,844.889743,282.489953,265,30,,,17.721207,-1.133463,18,-1,-1,18,computed,
n309,841.569419,380.797547,264,54,,,17.655048,0.365917,18,0,0,18,computed,
n310,840.905354,232.893214,262,23,,,17.522729,-1.570782,18,-2,-2,18,computed,
n311,695.965308,427.755639,211,70,,,14.148611,1.365504,14,1,1,14,computed,
n312,795.006455,428.087672,247,71,,,16.530342,1.427978,17,1,1,17,computed,
n313,648.319343,426.759542,196,68,,,13.156223,1.240556,13,1,1,13,computed,
n314,839.909257,426.427510,258,67,,,17.258093,1.178081,17,1,1,17,computed,
n315,551.091693,327.794854,157,31,,,10.576014,-1.070989,11,-1,-1,11,computed,
n316,551.861682,278.506404,159,26,,,10.708333,-1.383360,11,-1,-1,11,computed,
n317,550.671677,377.376471,155,48,,,10.443696,-0.008928,10,0,0,10,computed,
n318,551.261694,230.266360,158,20,,,10.642174,-1.758205,11,-2,-2,11,computed,
n319,595.662462,328.967385,167,32,,,11.237606,-1.008515,11,-1,-1,11,computed,
n320,602.635143,281.199197,178,29,,,11.965357,-1.195937,12,-1,-1,12,computed,
n321,599.314819,379.506791,177,51,,,11.899198,0.178495,12,0,0,12,computed,
n322,598.650754,231.602458,175,21,,,11.766880,-1.695730,12,-2,-2,12,computed,
n323,552.751855,426.796916,161,68,,,10.840651,1.240556,11,1,1,11,computed,
n324,597.654657,425.136754,174,66,,,11.700721,1.115607,12,1,1,12,computed,
n325,743.323648,90.065939,225,3,,,15.074839,-2.820265,15,-3,-3,15,computed,
n326,694.984592,90.396436,206,4,,,13.817815,-2.757791,14,-3,-3,14,computed,
n327,793.029642,89.555938,242,2,,,16.199546,-2.882740,16,-3,-3,16,computed,
n328,743.153648,138.457552,224,7,,,15.008680,-2.570369,15,-3,-3,15,computed,
n329,694.474591,137.947550,203,6,,,13.619337,-2.632843,14,-3,-3,14,computed,
n330,792.609627,139.137555,240,8,,,16.067227,-2.507895,16,-3,-3,16,computed,
n331,647.505325,90.065939,193,3,,,12.957745,-2.820265,13,-3,-3,13,computed,
n332,744.319745,187.862713,229,17,,,15.339476,-1.945627,15,-2,-2,15,computed,
n333,837.600411,90.728469,248,5,,,16.596501,-2.695317,17,-3,-3,17,computed,
n334,648.666757,140.449747,197,10,,,13.222382,-2.382946,13,-2,-2,13,computed,
n335,841.252768,141.267875,263,12,,,17.588889,-2.257998,18,-2,-2,18,computed,
n336,695.648657,188.225967,210,18,,,14.082452,-1.883153,14,-2,-2,14,computed,
n337,794.689805,188.558000,246,19,,,16.464182,-1.820679,16,-2,-2,16,computed,
n338,648.002692,187.229870,195,16,,,13.090064,-2.008101,13,-2,-2,13,computed,
n339,839.592606,186.897838,256,15,,,17.125774,-2.070575,17,-2,-2,17,computed,
n340,550.775042,88.265182,156,0,,,10.509855,-3.007688,11,-3,-3,11,computed,
n341,550.355027,137.846799,154,6,,,10.377537,-2.632843,10,-3,-3,10,computed,
n342,595.345811,89.437713,165,1,,,11.105288,-2.945214,11,-3,-3,11,computed,
n343,598.998168,139.977119,176,9,,,11.833039,-2.445420,12,-2,-2,12,computed,
n344,552.435205,187.267244,160,16,,,10.774492,-2.008101,11,-2,-2,11,computed,
n345,597.338006,185.607082,173,13,,,11.634562,-2.195524,12,-2,-2,12,computed,
n346,885.225804,90.028477,269,3,,,17.985844,-2.820265,18,-3,-3,18,computed,
n347,888.878161,140.567883,277,11,,,18.515117,-2.320472,19,-2,-2,19,computed,
n348,887.217999,186.197846,274,14,,,18.316640,-2.133050,18,-2,-2,18,computed,
n349,402.060224,433.169140,116,82,,,7.863488,2.115194,8,2,2,8,computed,
n350,353.381168,432.659139,97,81,,,6.606463,2.052720,7,2,2,7,computed,
n351,451.516203,433.849143,129,84,,,8.723557,2.240142,9,2,2,9,computed,
n352,307.573334,435.161335,91,86,,,6.209508,2.365091,6,2,2,6,computed,
n353,500.159345,435.979463,142,87,,,9.583627,2.427565,10,2,2,10,computed,
n354,257.904745,434.688708,80,85,,,5.481757,2.302616,5,2,2,5,computed,
n355,1085.756346,333.112411,332,40,,,22.153873,-0.508721,22,-1,-1,22,computed,
n356,1037.417291,333.442908,318,41,,,21.227644,-0.446247,21,0,0,21,computed,
n357,1135.462341,332.602409,347,39,,,23.146260,-0.571195,23,-1,-1,23,computed,
n358,1085.586346,381.504023,331,56,,,22.087713,0.490865,22,0,0,22,computed,
n359,1036.907289,380.994022,317,54,,,21.161485,0.365917,21,0,0,21,computed,
n360,1135.042325,382.184026,346,57,,,23.080101,0.553340,23,1,1,23,computed,
n361,989.938024,333.112411,305,40,,,20.367575,-0.508721,20,-1,-1,20,computed,
n362,1086.752444,430.909185,333,76,,,22.220032,1.740349,22,2,2,22,computed,
n363,1180.033110,333.774940,349,42,,,23.278579,-0.383773,23,0,0,23,computed,
n364,991.099455,383.496218,307,59,,,20.499893,0.678288,20,1,1,20,computed,
n365,1183.685466,384.314346,361,62,,,24.072489,0.865711,24,1,1,24,computed,
n366,1038.081356,431.272439,319,77,,,21.293803,1.802823,21,2,2,21,computed,
n367,1137.122503,431.604471,348,78,,,23.212420,1.865297,23,2,2,23,computed,
n368,990.435390,430.276341,306,75,,,20.433734,1.677875,20,2,2,20,computed,
n369,1182.025304,429.944309,358,74,,,23.874012,1.615401,24,2,2,24,computed,
n370,893.207741,331.311654,282,37,,,18.845913,-0.696144,19,-1,-1,19,computed,
n371,892.787725,380.893271,281,54,,,18.779754,0.365917,19,0,0,19,computed,
n372,937.778510,332.484185,291,38,,,19.441346,-0.633670,19,-1,-1,19,computed,
n373,941.430867,383.023591,293,58,,,19.573664,0.615814,20,1,1,20,computed,
n374,894.867903,430.313716,283,75,,,18.912072,1.677875,19,2,2,19,computed,
n375,939.770704,428.653554,292,72,,,19.507505,1.490452,20,1,1,20,computed,
n376,1669.503341,817.352959,523,248,,,34.790278,12.485906,35,12,12,35,computed,
n377,1621.164285,817.683456,504,249,,,33.533253,12.548380,34,13,13,34,computed,
n378,1670.013343,768.064509,525,228,,,34.922596,11.236423,35,11,11,35,computed,
n379,1719.209335,816.842958,539,247,,,35.848825,12.423432,36,12,12,36,computed,
n380,1621.279256,767.554507,505,227,,,33.599412,11.173948,34,11,11,34,computed,
n381,1669.333340,865.744572,522,275,,,34.724119,14.172708,35,14,14,35,computed,
n382,1620.654283,865.234570,502,274,,,33.400935,14.110234,33,14,14,33,computed,
n383,1719.979323,767.554507,541,227,,,35.981143,11.173948,36,11,11,36,computed,
n384,1718.789319,866.424575,537,277,,,35.716506,14.297657,36,14,14,36,computed,
n385,1669.163339,719.654464,521,205,,,34.657959,9.799517,35,10,10,35,computed,
n386,1719.379336,719.314463,539,204,,,35.848825,9.737042,36,10,10,36,computed,
n387,1621.959259,721.184470,509,207,,,33.864049,9.924465,34,10,10,34,computed,
n388,1573.685018,721.484560,489,208,,,32.540865,9.986939,33,10,10,33,computed,
n389,1573.685018,817.352959,489,248,,,32.540865,12.485906,33,12,12,33,computed,
n390,1573.685018,768.064509,489,228,,,32.540865,11.236423,33,11,11,33,computed,
n391,1670.499438,915.149733,527,304,,,35.054915,15.984459,35,16,16,35,computed,
n392,1763.780104,818.015489,546,250,,,36.311939,12.610854,36,13,13,36,computed,
n393,1574.846450,867.736767,495,280,,,32.937821,14.485079,33,14,14,33,computed,
n394,1770.752785,770.247301,555,231,,,36.907372,11.423845,37,11,11,37,computed,
n395,1767.432461,868.554895,552,282,,,36.708894,14.610028,37,15,15,37,computed,
n396,1766.768396,720.650562,551,206,,,36.642735,9.861991,37,10,10,37,computed,
n397,1621.828350,915.512987,508,305,,,33.797890,16.046934,34,16,16,34,computed,
n398,1720.869497,915.845020,544,306,,,36.179621,16.109408,36,16,16,36,computed,
n399,1574.182385,914.516890,492,303,,,32.739343,15.921985,33,16,16,33,computed,
n400,1765.772299,914.184858,549,302,,,36.510417,15.859511,37,16,16,37,computed,
n401,1521.525504,816.724733,468,246,,,31.151522,12.360958,31,12,12,31,computed,
n402,1528.498185,768.956545,483,229,,,32.143910,11.298897,32,11,11,32,computed,
n403,1525.177861,867.264139,476,278,,,31.680796,14.360131,32,14,14,32,computed,
n404,1524.513796,719.359806,474,204,,,31.548478,9.737042,32,10,10,32,computed,
n405,1523.517699,912.894102,471,301,,,31.350000,15.797037,31,16,16,31,computed,
n406,1669.186690,577.823287,521,130,,,34.657959,5.113954,35,5,5,35,computed,
n407,1620.847634,578.153784,503,131,,,33.467094,5.176428,33,5,5,33,computed,
n408,1669.696692,528.534837,524,111,,,34.856437,3.926945,35,4,4,35,computed,
n409,1718.892684,577.313286,538,129,,,35.782666,5.051480,36,5,5,36,computed,
n410,1620.962606,528.024835,503,110,,,33.467094,3.864471,33,4,4,33,computed,
n411,1669.016689,626.214900,520,153,,,34.591800,6.550860,35,7,7,35,computed,
n412,1620.337632,625.704898,501,152,,,33.334776,6.488386,33,6,6,33,computed,
n413,1719.662673,528.024835,540,110,,,35.914984,3.864471,36,4,4,36,computed,
n414,1718.472668,626.894903,536,155,,,35.650347,6.675808,36,7,7,36,computed,
n415,1668.846689,480.124792,519,89,,,34.525641,2.552513,35,3,3,35,computed,
n416,1719.062685,479.784791,538,88,,,35.782666,2.490039,36,2,2,36,computed,
n417,1621.642608,481.654798,507,90,,,33.731731,2.614987,34,3,3,34,computed,
n418,1573.368367,481.954888,488,91,,,32.474706,2.677461,32,3,3,32,computed,
n419,1573.368367,577.823287,488,130,,,32.474706,5.113954,32,5,5,32,computed,
n420,1573.368367,528.534837,488,111,,,32.474706,3.926945,32,4,4,32,computed,
n421,1670.182787,675.620061,526,180,,,34.988755,8.237662,35,8,8,35,computed,
n422,1574.529799,628.207095,493,159,,,32.805502,6.925705,33,7,7,33,computed,
n423,1621.511699,675.983315,506,182,,,33.665572,8.362611,34,8,8,34,computed,
n424,1720.552846,676.315348,543,183,,,36.113462,8.425085,36,8,8,36,computed,
n425,1573.865734,674.987218,490,179,,,32.607025,8.175188,33,8,8,33,computed,
n426,1521.208853,577.195061,467,128,,,31.085363,4.989006,31,5,5,31,computed,
n427,1528.181534,529.426873,481,112,,,32.011592,3.989419,32,4,4,32,computed,
n428,1524.861210,627.734467,475,157,,,31.614637,6.800757,32,7,7,32,computed,
n429,1524.197145,479.830134,473,88,,,31.482318,2.490039,31,2,2,31,computed,
n430,1523.201048,673.364430,470,178,,,31.283841,8.112714,31,8,8,31,computed,
n431,1372.995842,432.532561,409,80,,,27.248130,1.990246,27,2,2,27,computed,
n432,1324.261756,432.022559,388,79,,,25.858787,1.927771,26,2,2,26,computed,
n433,1422.961823,432.022559,430,79,,,28.637473,1.927771,29,2,2,29,computed,
n434,1372.145839,384.122516,407,61,,,27.115812,0.803236,27,1,1,27,computed,
n435,1422.361835,383.782515,427,60,,,28.438996,0.740762,28,1,1,28,computed,
n436,1324.941758,385.652522,391,64,,,26.057265,0.990659,26,1,1,26,computed,
n437,1276.667517,385.952612,375,65,,,24.998718,1.053133,25,1,1,25,computed,
n438,1276.667517,432.532561,375,80,,,24.998718,1.990246,25,2,2,25,computed,
n439,1473.735284,434.715352,456,85,,,30.357612,2.302616,30,2,2,30,computed,
n440,1469.750895,385.118614,450,63,,,29.960657,0.928185,30,1,1,30,computed,
n441,1231.480685,433.424597,371,83,,,24.734081,2.177668,25,2,2,25,computed,
n442,1227.496295,383.827858,366,60,,,24.403285,0.740762,24,1,1,24,computed,
n443,1668.962798,428.184161,520,71,,,34.591800,1.427978,35,1,1,35,computed,
n444,1620.228712,427.674159,500,70,,,33.268616,1.365504,33,1,1,33,computed,
n445,1718.928779,427.674159,538,70,,,35.782666,1.365504,36,1,1,36,computed,
n446,1668.112795,379.774116,517,52,,,34.393323,0.240969,34,0,0,34,computed,
n447,1718.328791,379.434115,535,51,,,35.584188,0.178495,36,0,0,36,computed,
n448,1620.908715,381.304122,503,55,,,33.467094,0.428391,33,0,0,33,computed,
n449,1572.634474,381.604212,486,56,,,32.342388,0.490865,32,0,0,32,computed,
n450,1572.634474,428.184161,486,71,,,32.342388,1.427978,32,1,1,32,computed,
n451,1527.447641,429.076197,479,73,,,31.879273,1.552926,32,2,2,32,computed,
n452,1523.463252,379.479458,471,51,,,31.350000,0.178495,31,0,0,31,computed,
n453,1668.649566,338.275716,518,45,,,34.459482,-0.196350,34,0,0,34,computed,
n454,1718.865562,337.935715,537,43,,,35.716506,-0.321299,36,0,0,36,computed,
n455,1621.445486,339.805722,506,46,,,33.665572,-0.133876,34,0,0,34,computed,
n456,1573.171245,340.105812,487,47,,,32.408547,-0.071402,32,0,0,32,computed,
n457,1524.000023,337.981058,472,43,,,31.416159,-0.321299,31,0,0,31,computed,
n458,1812.094289,814.358586,557,245,,,37.039690,12.298483,37,12,12,37,computed,
n459,1815.746645,864.897992,563,273,,,37.436645,14.047760,37,14,14,37,computed,
